"activity" "subject" "FreqBodyAccJerkMagmean" "FreqBodyAccJerkMagstd" "FreqBodyAccJerkmeanX" "FreqBodyAccJerkmeanY" "FreqBodyAccJerkmeanZ" "FreqBodyAccJerkstdX" "FreqBodyAccJerkstdY" "FreqBodyAccJerkstdZ" "FreqBodyAccMagmean" "FreqBodyAccMagstd" "FreqBodyAccmeanX" "FreqBodyAccmeanY" "FreqBodyAccmeanZ" "FreqBodyAccstdX" "FreqBodyAccstdY" "FreqBodyAccstdZ" "FreqBodyGyroJerkMagmean" "FreqBodyGyroJerkMagstd" "FreqBodyGyroMagmean" "FreqBodyGyroMagstd" "FreqBodyGyromeanX" "FreqBodyGyromeanY" "FreqBodyGyromeanZ" "FreqBodyGyrostdX" "FreqBodyGyrostdY" "FreqBodyGyrostdZ" "TimeBodyAccJerkMagmean" "TimeBodyAccJerkMagstd" "TimeBodyAccJerkmeanX" "TimeBodyAccJerkmeanY" "TimeBodyAccJerkmeanZ" "TimeBodyAccJerkstdX" "TimeBodyAccJerkstdY" "TimeBodyAccJerkstdZ" "TimeBodyAccMagmean" "TimeBodyAccMagstd" "TimeBodyAccmeanX" "TimeBodyAccmeanY" "TimeBodyAccmeanZ" "TimeBodyAccstdX" "TimeBodyAccstdY" "TimeBodyAccstdZ" "TimeBodyGyroJerkMagmean" "TimeBodyGyroJerkMagstd" "TimeBodyGyroJerkmeanX" "TimeBodyGyroJerkmeanY" "TimeBodyGyroJerkmeanZ" "TimeBodyGyroJerkstdX" "TimeBodyGyroJerkstdY" "TimeBodyGyroJerkstdZ" "TimeBodyGyroMagmean" "TimeBodyGyroMagstd" "TimeBodyGyromeanX" "TimeBodyGyromeanY" "TimeBodyGyromeanZ" "TimeBodyGyrostdX" "TimeBodyGyrostdY" "TimeBodyGyrostdZ" "TimeGravityAccMagmean" "TimeGravityAccMagstd" "TimeGravityAccmeanX" "TimeGravityAccmeanY" "TimeGravityAccmeanZ" "TimeGravityAccstdX" "TimeGravityAccstdY" "TimeGravityAccstdZ"
"Sitting" 16 -0.754144493666667 -0.739639600955556 -0.708543529648148 -0.730532124473611 -0.666383482481481 -0.734500375666667 -0.762586638098611 -0.851768510777778 -0.77295530900037 -0.773465604372222 -0.713344412833333 -0.706340207019444 -0.656152339925556 -0.735539837388889 -0.786358565761528 -0.831401842012346 -0.774652849447593 -0.749400717148148 -0.677444446871605 -0.787511458740741 -0.720460679533333 -0.711201930775 -0.666590008722716 -0.732419372355185 -0.725568869613889 -0.799267132 -0.722481038981482 -0.721984879083333 -0.725267489234722 -0.719464951807654 -0.734008672031481 -0.781516584466667 -0.738608825154321 -0.731968391574074 -0.729122315811111 -0.775929865011111 -0.734835601794444 -0.769431587959383 -0.760203910666667 -0.742583181011111 -0.664090996946914 -0.766391750957407 -0.674416131464198 -0.803718131651852 -0.704569347929167 -0.647876865320988 -0.695955848462963 -0.787973744159722 -0.770215671339506 -0.687356420311111 -0.694600653759861 -0.725703759666667 -0.706504291693056 -0.717900303764321 -0.680446420560185 -0.7673034092875 -0.745532348682716 -0.724765107833333 -0.677036070639012 -0.802531694877778 -0.706856538361111 -0.738515128771605 -0.754725853777778 -0.752491010909722 -0.704063737662963 -0.735754184685185
"Sitting" 17 -0.709072780144928 -0.789308852724638 -0.703710920875362 -0.684042400521739 -0.62264378637037 -0.771087388833333 -0.799535230507246 -0.754822118203704 -0.72298113515942 -0.78752548313913 -0.729202469565217 -0.659232659503188 -0.648400193227778 -0.756858457723188 -0.719710784110145 -0.741923849888889 -0.70721457507971 -0.802764992078261 -0.665377699222222 -0.842024348027778 -0.683155851473913 -0.701325606608696 -0.684433368814815 -0.775395542289855 -0.786059781304348 -0.820672590333333 -0.730335241575362 -0.740613789134783 -0.778298782053623 -0.84438065507037 -0.798423612898551 -0.734833617301449 -0.714228369640741 -0.726581612168116 -0.727756443078261 -0.763611069463768 -0.813968416872464 -0.862662765185185 -0.774649074014493 -0.72350497470058 -0.69420928712963 -0.707368226550725 -0.690700364814815 -0.741169365166667 -0.767143556710145 -0.814885338603704 -0.762095055914493 -0.747217219565217 -0.734999229424074 -0.733059914376812 -0.684153292688696 -0.704780461652174 -0.789792147127536 -0.856695527462963 -0.796720396173913 -0.748265122246377 -0.754474899701852 -0.74416087542029 -0.71167539637037 -0.711607592846296 -0.80348328474058 -0.865516387377778 -0.783862860547826 -0.740972513836232 -0.72485646275 -0.700947969971014
"Sitting" 18 -0.776343429842105 -0.679453411157895 -0.7599712097625 -0.800010602473684 -0.794578613060606 -0.714204432272917 -0.71238720292807 -0.707523412186255 -0.7565132330625 -0.681837981458333 -0.7929162768125 -0.777197622803509 -0.827632025893939 -0.73530112526875 -0.73587197345614 -0.723923308825758 -0.769342725270833 -0.675376078022917 -0.79000980812303 -0.692458439069697 -0.788122075720833 -0.752661248754386 -0.779233404712121 -0.659547169545 -0.696073593726316 -0.667881355543939 -0.78214145908125 -0.770879024102083 -0.693681894947368 -0.744802602272727 -0.763101269372917 -0.759546938817544 -0.750523342912121 -0.80827728195625 -0.715896902035088 -0.719243092438597 -0.711841549122807 -0.675059219215152 -0.650396231160417 -0.821991836789474 -0.761551243813636 -0.802388331916667 -0.799051222143636 -0.690452662624242 -0.730192963808772 -0.759440108390939 -0.766260689908333 -0.759814798631579 -0.738529873859242 -0.7926510928125 -0.746426402858807 -0.753035679573684 -0.715046600394737 -0.739032075587879 -0.739293533947917 -0.785817495649123 -0.726525231515151 -0.7720410235625 -0.792946526890909 -0.733155484051515 -0.709603836573684 -0.688616145318182 -0.697069565725 -0.787578022210526 -0.748021048439394 -0.763211653575
"Sitting" 19 -0.717599208212121 -0.706795820287879 -0.7327163069 -0.674697578422727 -0.711740083518841 -0.733506418442857 -0.767747457242424 -0.697745009391304 -0.714078429011905 -0.744112570979762 -0.693331053177381 -0.678193714560606 -0.706920926710145 -0.761785295236429 -0.789211425404545 -0.695039575726087 -0.726701528690476 -0.720876304841667 -0.736185096573913 -0.738738550114493 -0.718695480615476 -0.677444302766667 -0.722518391627536 -0.703649428978571 -0.729668540121212 -0.711177354756522 -0.696364155933333 -0.803406809335714 -0.623396064910606 -0.720096876395652 -0.694902748020238 -0.814039457880303 -0.784541236023188 -0.761079515698809 -0.641001132328788 -0.859342508287879 -0.691166531195455 -0.721317345294203 -0.669252067371429 -0.75275315289697 -0.767972748072464 -0.751923990817857 -0.696891349779275 -0.740592939521739 -0.634679152793182 -0.716744132381739 -0.673675783872619 -0.805607738628788 -0.755643512305797 -0.765911523261905 -0.635972980051061 -0.784881140136364 -0.666485711430409 -0.750652666114304 -0.695734393310714 -0.824105834060606 -0.777399771882609 -0.751923686213095 -0.67836371755 -0.78536923715942 -0.664750139583333 -0.7349522675 -0.667070678613333 -0.798570142171212 -0.821874182913043 -0.778055292663095
"Sitting" 20 -0.772783725643678 -0.69170334164023 -0.728881888201429 -0.732947683435632 -0.718117422104167 -0.714177191349206 -0.702863353027586 -0.724744934520833 -0.79431475084127 -0.677964603247619 -0.762479888926984 -0.766613090590805 -0.659229975958333 -0.726389726850794 -0.719586240572414 -0.750510318416667 -0.800202174063492 -0.662453215511111 -0.743544475658333 -0.6700417701875 -0.756515284333333 -0.765207786567816 -0.762606000052083 -0.709945161714286 -0.725427768103448 -0.707854542125 -0.714456437021587 -0.736394151280952 -0.692544557549425 -0.650510185704167 -0.636711380003175 -0.762187931790805 -0.812213775 -0.763172982714286 -0.716791246195402 -0.725345953950575 -0.682465132888506 -0.714408746241667 -0.675971864568254 -0.736931885165517 -0.782984845197917 -0.788812325365079 -0.65455917013125 -0.771376359208333 -0.710426583626437 -0.634814953122917 -0.708883857415873 -0.73121605415977 -0.796040683751458 -0.780305207677778 -0.718407122562069 -0.712711699436782 -0.665834500344828 -0.646153198958333 -0.706446718396825 -0.718750919229885 -0.8106665241625 -0.825276368920635 -0.644087080933333 -0.739375488625 -0.709440621209195 -0.66761802035625 -0.696066191971429 -0.735868660151724 -0.7968372683 -0.804766448687302
"Sitting" 21 -0.767495742985897 -0.71733950684359 -0.750138125471795 -0.764441019374359 -0.790293851960303 -0.708252860533333 -0.736480074660256 -0.713786203989899 -0.765786237923077 -0.746942112410256 -0.821745849397436 -0.782495221023077 -0.776273001156566 -0.753975954007692 -0.781428338779103 -0.713231286527273 -0.701680700910256 -0.724252724794872 -0.771465375284848 -0.667587161734343 -0.784570567038462 -0.802223514005128 -0.80512852159596 -0.736585939833333 -0.749882143415385 -0.714311434608687 -0.803956047782051 -0.715378218365385 -0.661509444491026 -0.691971445575758 -0.77976460625641 -0.736988903628205 -0.751528474646465 -0.706925189957692 -0.727302852471795 -0.770806667653846 -0.694678758191026 -0.675478431 -0.716416407791103 -0.735228159820513 -0.781578074839394 -0.748742342530769 -0.757244256277968 -0.722945688367677 -0.715003294705128 -0.743620168981818 -0.773857872062487 -0.786663652779487 -0.769554078090909 -0.72487679405641 -0.778195900615385 -0.787108473692308 -0.71621085128718 -0.680931632276768 -0.773020718219231 -0.756410185923077 -0.735875850334343 -0.750221604142308 -0.734960507439293 -0.723266431685758 -0.697618720279487 -0.686937017543434 -0.740168953385641 -0.791488082653846 -0.78616585379899 -0.70955435154359
"Sitting" 22 -0.688279879345833 -0.690307405270833 -0.746181643974667 -0.642569563604167 -0.700860354746032 -0.775010724813333 -0.7017469145625 -0.647599295349206 -0.719228800705333 -0.683632181032 -0.712342366652 -0.654660461766667 -0.78177263715873 -0.753010307242667 -0.774246140041667 -0.705736409111111 -0.744972271773333 -0.683655089450667 -0.731700215336508 -0.637648507011111 -0.70291496708 -0.706905127895833 -0.721022450444444 -0.700753882044 -0.737462492458333 -0.670155584422698 -0.712709847345333 -0.805274763128 -0.665838095140833 -0.686921590111111 -0.69712302918 -0.808132258541667 -0.770761784207937 -0.8076640348 -0.6437969621875 -0.805067788354167 -0.683609632685417 -0.644635047669841 -0.644450816604 -0.748064025604167 -0.715744309968254 -0.717167592436 -0.71712725302381 -0.697687301111111 -0.685536522535417 -0.725222564873968 -0.675000076480667 -0.815538002655833 -0.762077285755556 -0.792854971073333 -0.654847708971667 -0.790660550916667 -0.675813634252083 -0.707604642847619 -0.67568771118 -0.845218215 -0.736087921206349 -0.752146959 -0.737965625123809 -0.762106260228571 -0.715569376533333 -0.687457759253968 -0.644082010946667 -0.796388181 -0.745960642226984 -0.76812993724
"Sitting" 23 -0.685395665673809 -0.723736998166667 -0.681726485397333 -0.69253705615 -0.702574460748655 -0.832191975788 -0.761085751809524 -0.776182541448276 -0.682922452918667 -0.739933562996 -0.671040111772 -0.676759168521429 -0.69119288916092 -0.818106617154667 -0.768745258833333 -0.751273506524138 -0.680049213078667 -0.771583883805333 -0.646932519421839 -0.741544072068966 -0.696910526902667 -0.662427162047619 -0.683690227914942 -0.783299908278533 -0.733327178547619 -0.74181759411954 -0.704345856161333 -0.8167672298 -0.723028270404762 -0.718183198482759 -0.705835600386667 -0.792613375785714 -0.683066471498506 -0.753472316134667 -0.719538498441905 -0.823236345166667 -0.692871316214286 -0.747986498195402 -0.710003422306667 -0.70438928397619 -0.678012141732184 -0.681659232726667 -0.70142412688046 -0.765995190270115 -0.7315478538 -0.713753174468965 -0.69040325511416 -0.808035827023809 -0.710419824666207 -0.80328636938 -0.713761732285714 -0.820972594476191 -0.735465767428571 -0.709362448141379 -0.680440228589467 -0.821349523061905 -0.707485430173563 -0.748201800108 -0.716386371300805 -0.734465752435632 -0.731724209940476 -0.733080180402299 -0.688820679029333 -0.747135652466667 -0.683310438206207 -0.742365958496
"Sitting" 24 -0.657088036884058 -0.741572022144928 -0.723473596825 -0.709639619598551 -0.659111613406349 -0.777597175659319 -0.768487320601449 -0.767906062936508 -0.723240348254167 -0.720184812784722 -0.695929950069444 -0.70565675235 -0.640750885063492 -0.735652158344167 -0.755343433913043 -0.803719804571429 -0.725003573433333 -0.76388823925 -0.653209321347619 -0.757969429446032 -0.7206738730375 -0.677315902898551 -0.651664319696825 -0.748759594433333 -0.733813413884058 -0.741434061269841 -0.709703301060417 -0.759225012083333 -0.794032995826087 -0.765752408342857 -0.722308970304167 -0.702317177362319 -0.773661988809524 -0.769028671584722 -0.781824545231884 -0.71136788974058 -0.797652337130435 -0.771157372730159 -0.764098701540417 -0.682322514823188 -0.699512601923809 -0.741906700722222 -0.669972236746032 -0.777372759865079 -0.786925745869565 -0.725629949161905 -0.7430487345375 -0.731666374901449 -0.798243119339683 -0.752150042305556 -0.730083332274493 -0.734927221677855 -0.777061054681159 -0.724584123682698 -0.745416126258333 -0.722823057602899 -0.790661149793651 -0.745883257902778 -0.736639614647302 -0.800933362031746 -0.793703882217391 -0.738795316 -0.744964394076389 -0.690469707466667 -0.718630230039365 -0.758449454290278
"Sitting" 25 -0.781065925492754 -0.760997714240145 -0.893777983577778 -0.792732875 -0.74803592894321 -0.702226790844444 -0.717165671952174 -0.68402262045679 -0.7869586926 -0.711719788546667 -0.858742487997778 -0.783329327957971 -0.77312238534321 -0.657711152346667 -0.708752883733333 -0.677173444314815 -0.776748202253333 -0.695243032548889 -0.751210271075803 -0.749726437123457 -0.842576258722222 -0.788810300362319 -0.744766986790123 -0.684935802178444 -0.73504107200087 -0.733850125003704 -0.829038562933333 -0.638709374142222 -0.737541344405797 -0.802936990444444 -0.772440059762222 -0.721774143589855 -0.709294412480247 -0.662474701808889 -0.754531654772899 -0.710534006462319 -0.722690458881159 -0.767245484224691 -0.7099996986 -0.744068420331884 -0.711881991234568 -0.722509454477778 -0.780062103576543 -0.693414157234568 -0.727050840850725 -0.793748478641975 -0.776057341888889 -0.674997124957971 -0.646192446367901 -0.661941808066667 -0.795678673527536 -0.706987529549275 -0.745105419095652 -0.79361988262963 -0.769878476088889 -0.688220939262319 -0.690597411350617 -0.646843700586667 -0.809756522604938 -0.671055018951852 -0.731430116956522 -0.782136578937037 -0.721860492111111 -0.75031779706087 -0.68570580178642 -0.6768054488
"Sitting" 26 -0.799821708833333 -0.703730388353333 -0.712513828892857 -0.746478692064444 -0.753207991078333 -0.733388812236905 -0.686050294104444 -0.699768415616667 -0.783793016219048 -0.743436670578571 -0.660070779702381 -0.715411051577778 -0.69918464193 -0.6894759182 -0.701283493707778 -0.692125419765 -0.766822311711905 -0.752031793019048 -0.762635555883333 -0.668619959521667 -0.745067555297619 -0.796914210044444 -0.78493443625 -0.709857334184524 -0.68988519632 -0.695684519015 -0.691887114130952 -0.68248864027619 -0.731897863161667 -0.710008952563333 -0.710829285139286 -0.798173588151444 -0.75679210085 -0.763946479127119 -0.717109783 -0.700161615144444 -0.718023336865556 -0.732941316255 -0.74955126537619 -0.807571669206667 -0.808251495733333 -0.754402792679762 -0.753168995583333 -0.67149168037 -0.715160924687222 -0.727260457501667 -0.697384204415476 -0.755641018233333 -0.76468095735 -0.695332888630952 -0.727297566405556 -0.690396414433333 -0.697790627623333 -0.741752924529667 -0.6731260552 -0.763310995414444 -0.769071473916667 -0.71778546949881 -0.72900791925 -0.689915583983333 -0.728753515883333 -0.755311045205 -0.7709374047325 -0.811003523856667 -0.816015515797667 -0.752238705830952
"Sitting" 27 -0.741855134265 -0.779475456216667 -0.719562591 -0.777107610403333 -0.6526471534804 -0.715250459385333 -0.722901169786667 -0.790320499444 -0.704954854996 -0.797295938053333 -0.770440775226667 -0.785178947771667 -0.697686545261333 -0.68189174816 -0.714356202165 -0.802265870808 -0.706170110428 -0.815516475806667 -0.72238355464 -0.833082212190667 -0.727787168288 -0.739620560026667 -0.711514679964 -0.754330287756 -0.767923653628333 -0.845906043984 -0.771439871013333 -0.650943756816 -0.787744242483333 -0.802799220765333 -0.847499097602667 -0.638363624161667 -0.683312171610667 -0.659736447616 -0.776258244436667 -0.65433781167 -0.746253914533333 -0.806217575186667 -0.8261848844 -0.720063726166667 -0.667371373349333 -0.686067872748933 -0.710818915826667 -0.7509533334 -0.797196813233333 -0.726730785933333 -0.780260245666667 -0.669763549291667 -0.719565438477333 -0.682695001898667 -0.7916065669 -0.709936433388333 -0.770161262766667 -0.722468010666667 -0.826739546173333 -0.6515999434 -0.666840944813333 -0.648100838599067 -0.733583502173333 -0.704963149309333 -0.75318713048 -0.825459567748 -0.844840946013333 -0.666814473186667 -0.685656153190667 -0.688605258469333
"Sitting" 28 -0.716560910046667 -0.732507357198667 -0.782066000289855 -0.727532852936 -0.743360046027778 -0.69902794073913 -0.689622942346667 -0.720005842652778 -0.743664048257971 -0.738922260567536 -0.810025154768116 -0.762644252678667 -0.757616366680556 -0.697997731914493 -0.714577608988 -0.720679958826389 -0.708581539744928 -0.748280992324638 -0.715000754125 -0.740086039160833 -0.709522422318841 -0.734691138505333 -0.733914844102778 -0.704804841492754 -0.7395987329 -0.721993090273611 -0.734459601043478 -0.677846615433333 -0.790226721273333 -0.745010783569444 -0.769567813826087 -0.730571829966667 -0.675071279291667 -0.666107378989855 -0.771171660706667 -0.699692159821333 -0.741474001466667 -0.755386923152778 -0.768642976111594 -0.690125770348 -0.690787101230556 -0.706410670057971 -0.818195560625 -0.734397968365556 -0.753439857821333 -0.738426306097222 -0.82266364619942 -0.717354283973333 -0.657913618791667 -0.667913729395652 -0.743691462986667 -0.706146705366667 -0.75310381748 -0.783413685291667 -0.810154662565217 -0.696437648186667 -0.678853374356944 -0.681305929611594 -0.735348461429167 -0.668348231476389 -0.753240437269333 -0.780421787222222 -0.811733556797101 -0.733181802872533 -0.696460253238889 -0.682590209636232
"Sitting" 29 -0.752212006360256 -0.718468505010256 -0.747810180240741 -0.710262782346154 -0.741321323895833 -0.697685033421481 -0.703302143717949 -0.755868318770833 -0.828061863711111 -0.686201120340741 -0.750173977303889 -0.736714871242308 -0.725488300502083 -0.712080195762963 -0.738532812973077 -0.71608531073125 -0.781223994944444 -0.722925969537037 -0.701729140020833 -0.731670274666667 -0.790891151055556 -0.769851762003846 -0.735043231833333 -0.74576152845 -0.742112519710256 -0.7471008277 -0.77097836912963 -0.695350420887037 -0.689633659923205 -0.754359591645833 -0.745515208990741 -0.756323133927949 -0.742892576554167 -0.746005941314815 -0.678996647238462 -0.711536521166667 -0.73147670728718 -0.740900557625 -0.755214122222222 -0.752114075715385 -0.70590519508125 -0.76512538997963 -0.7847451804625 -0.75929131655625 -0.769429359064103 -0.77583011755 -0.724755004685185 -0.766887876410256 -0.722204336604167 -0.693226257544444 -0.743862362016923 -0.747437406646154 -0.726163096557692 -0.7861570685 -0.737559234046296 -0.767734105794872 -0.733480349416667 -0.757096439777778 -0.76552473945625 -0.744270047270833 -0.730459832803846 -0.716785639854167 -0.715841077248148 -0.752896725178205 -0.692498244520833 -0.760305744761111
"Sitting" 30 -0.732992587050877 -0.768817544061404 -0.721778770350877 -0.710093908303509 -0.690839230315278 -0.749968530365088 -0.745980989350877 -0.771061969276389 -0.746129823205263 -0.749984508091228 -0.666349114278947 -0.733449951105263 -0.717659177902778 -0.717366676263158 -0.761799525903509 -0.779656130583333 -0.780460514651404 -0.805894132314035 -0.741414002243056 -0.805575520179167 -0.736808396649123 -0.751829841780702 -0.699326634315278 -0.769922898962456 -0.78220258722807 -0.778845382291667 -0.643202141047368 -0.72390449054386 -0.76032399945614 -0.751358930845833 -0.718889377735088 -0.744399171687719 -0.741766037768056 -0.761659393284211 -0.708302016175439 -0.729171391552632 -0.8006718488 -0.771384872346389 -0.768842773421053 -0.777222284826316 -0.714601674408333 -0.724546306836842 -0.649473033055556 -0.741191610865278 -0.693033140736842 -0.714802987870833 -0.709280003070175 -0.696749300210526 -0.730645880193861 -0.711276408587719 -0.675507208035088 -0.721174637664912 -0.720091731549123 -0.699817674779167 -0.690157875510526 -0.706845957810526 -0.698418333875 -0.694587355164912 -0.653871810025 -0.737068712388889 -0.747174352347368 -0.748141645597222 -0.715212611219298 -0.735796072415789 -0.727767732683333 -0.752001936603509
"Standing" 1 -0.743552801984444 -0.803710599533333 -0.769478618327719 -0.775228626377778 -0.760279924786193 -0.793744821561403 -0.781422338002222 -0.758479989736842 -0.765780534529789 -0.734389966396491 -0.736371758368421 -0.748444434 -0.737678713231579 -0.751637849336842 -0.727823956113333 -0.701155782349123 -0.773314551578947 -0.772031706542105 -0.759030157738597 -0.796590349479474 -0.759204929878947 -0.773652468993333 -0.75320706952807 -0.758356152208772 -0.773806368851111 -0.745041103666667 -0.766838009457895 -0.773481133684211 -0.815527487973333 -0.79322027217193 -0.715818381610526 -0.741792897668889 -0.725353244189474 -0.729036964198246 -0.758449020682222 -0.709457772642222 -0.797219294577778 -0.796257959489474 -0.744904903078947 -0.748555088208889 -0.777275248689474 -0.800376982129649 -0.748323529982456 -0.69677773367193 -0.767772734111111 -0.778216507387456 -0.705438362640351 -0.679911278542222 -0.728061260578947 -0.720095927182456 -0.717633503555556 -0.707839900822222 -0.756706317491111 -0.778469540820526 -0.690939994622632 -0.736636684022222 -0.717122615385965 -0.775310674140351 -0.723415896689474 -0.698821010068421 -0.820555677586667 -0.801115942447895 -0.722211047157895 -0.72756191752 -0.768517669775439 -0.725202356035088
"Standing" 2 -0.76060741955641 -0.7557444494 -0.799997184266667 -0.763816315846154 -0.699069751553968 -0.7463366616 -0.730431131515385 -0.750877250303175 -0.743741592891667 -0.75176844053 -0.796906017566667 -0.831814751051282 -0.802023601833333 -0.767386438066667 -0.761367632297436 -0.77304733515873 -0.700495154666667 -0.679216285583333 -0.693284567306349 -0.721969943166667 -0.713861991353333 -0.741425035271795 -0.682552818215873 -0.747624910578333 -0.73668695874359 -0.771738125698413 -0.819664328598333 -0.784055508287167 -0.77692391648718 -0.725281752507936 -0.743905062916667 -0.677834953312821 -0.645868090063492 -0.6996252351 -0.784734198446154 -0.642328464728205 -0.760782951128205 -0.724917252674603 -0.721649268733333 -0.647553223897436 -0.601304417101587 -0.685457159716667 -0.774931707457143 -0.755926192488889 -0.834654029820513 -0.794895749460317 -0.762214220833333 -0.719851973435897 -0.71954990901746 -0.695473911788333 -0.820011354515385 -0.74018854294718 -0.777490347554103 -0.816394484012698 -0.7903240411 -0.660874870338462 -0.68888926911746 -0.764129820966667 -0.793621319714286 -0.716613051101746 -0.788050703410256 -0.789703265285714 -0.755318586383333 -0.701713631615385 -0.669384493304762 -0.69796866305
"Standing" 3 -0.750027708403509 -0.70292923672807 -0.726658676628333 -0.776673825982456 -0.737293928787879 -0.682917949343333 -0.714769688731579 -0.722183659531818 -0.72299844465 -0.72513177935 -0.734756771816667 -0.731914060931579 -0.69649566254697 -0.720243009883333 -0.705967890263158 -0.728627604136364 -0.726331917526667 -0.701557553201667 -0.761921005090909 -0.678376511121212 -0.762528160106667 -0.762360157333333 -0.745737776009091 -0.694453944311667 -0.673565963285965 -0.684567064522727 -0.705285807868333 -0.6902267742435 -0.681501808761404 -0.634112398954545 -0.697003342083333 -0.746533329192982 -0.816425420454545 -0.720152137783333 -0.702428581494737 -0.714992968526316 -0.637963654989474 -0.687964707115152 -0.693161504731833 -0.718333354403509 -0.777351162790909 -0.717236818306667 -0.676756249384848 -0.72665150230303 -0.734589913842105 -0.649666403462121 -0.720363012411667 -0.736266334873684 -0.762309962045455 -0.70501905235 -0.72525977635614 -0.665649719877193 -0.645733342403509 -0.646066956787879 -0.70720414952 -0.655564343457895 -0.746700468090909 -0.655512557533333 -0.65947647270303 -0.779366283984849 -0.668351464049123 -0.66888275475303 -0.701941726093333 -0.737981393438596 -0.793864099798485 -0.700323131587033
"Standing" 4 -0.652042714705882 -0.786154684733333 -0.741741954603922 -0.697286846969608 -0.715152406984848 -0.680145755339216 -0.747771568882353 -0.691991389527273 -0.658780218267706 -0.688823802470588 -0.735304309941176 -0.641665232745098 -0.728871886090909 -0.692358547176471 -0.681499202215686 -0.667656321545455 -0.69623745755098 -0.723661508882353 -0.715784468148485 -0.743918814712121 -0.670904665647059 -0.677743510078431 -0.686375458219697 -0.711259900732549 -0.758527870564706 -0.742032661606061 -0.737719105803922 -0.666752852888235 -0.828086311629412 -0.78217276090303 -0.740145372823529 -0.704972961866667 -0.63860096741 -0.640076937647059 -0.707569110846863 -0.689018701729412 -0.774063793876471 -0.737067578518182 -0.739208712858824 -0.714816926723529 -0.681574985604545 -0.643350950078431 -0.721319381666667 -0.647399679166667 -0.712669481823529 -0.734809923939394 -0.751278741062745 -0.674800159137255 -0.657319468790909 -0.664451489890196 -0.723313952882353 -0.683796126535686 -0.780013985960784 -0.743540903363636 -0.732910397458824 -0.686626749264706 -0.629586847871212 -0.644536567292941 -0.737974856636364 -0.612755623060606 -0.776583610764706 -0.738389636924242 -0.735375300639216 -0.681408086554902 -0.663083874371212 -0.687629652658235
"Standing" 5 -0.644546892592754 -0.713258780705362 -0.649434661666667 -0.695724552917391 -0.695655234287302 -0.758820680638889 -0.706835163130435 -0.690266029 -0.640903918361111 -0.719674537666667 -0.631965242861111 -0.715147910115942 -0.674299698047619 -0.726025333171389 -0.736406268076812 -0.72455456215873 -0.675214850166667 -0.715798955747222 -0.690313622714286 -0.688196602987302 -0.619624671527778 -0.686321236011594 -0.666357948436984 -0.689523961833333 -0.717924973710145 -0.68680941037619 -0.692838026666667 -0.736131207555556 -0.731144373369565 -0.688783224425397 -0.6720227107 -0.641400803228986 -0.733888761904762 -0.668685065097222 -0.74521264572029 -0.682876722982609 -0.719357664752174 -0.678179161377778 -0.665231825341667 -0.657308394463768 -0.706101185063492 -0.66702284795 -0.701060003253968 -0.734984292 -0.697518261130435 -0.664780416749206 -0.61997539555 -0.673999019028986 -0.731562779015873 -0.706993705583333 -0.765646449768116 -0.725583698295652 -0.77002395522029 -0.725876124977778 -0.648988703488889 -0.681928009413043 -0.736944957646032 -0.724925146052778 -0.665004130949206 -0.715219957642857 -0.712977930342029 -0.709734795050794 -0.692411867944444 -0.665494573464058 -0.725907065769841 -0.671614871972222
"Standing" 6 -0.734441031430556 -0.7499857572875 -0.696485124679167 -0.672314306763889 -0.705101890458824 -0.73026231575 -0.714162171463889 -0.75458551152549 -0.721531316202917 -0.7835195264875 -0.723493303272917 -0.671842275508333 -0.704912944117647 -0.73613135955 -0.741604141055556 -0.709825901686274 -0.707389311222917 -0.759697634354167 -0.738771165768627 -0.748977573588235 -0.654642830708333 -0.695127341420833 -0.693074458235294 -0.7303794174375 -0.691071805625 -0.753193428033333 -0.708476114104167 -0.690224956272917 -0.731902837708333 -0.728105643527451 -0.778830044558333 -0.754146760360278 -0.728604064621569 -0.718120985633333 -0.711762124976389 -0.756691881430556 -0.713449881538889 -0.735039849331373 -0.783184520575 -0.705758389897222 -0.732949133688235 -0.691889495395833 -0.692327133492157 -0.760422449843137 -0.680712800320833 -0.691334413235294 -0.732425419520833 -0.758104853081944 -0.711690338431373 -0.694869605729167 -0.673454539572222 -0.709682124469444 -0.733198560926389 -0.712041042235294 -0.7813835745 -0.766950157069444 -0.755692257588235 -0.734942493958333 -0.696206034392157 -0.744137847764706 -0.701062793904167 -0.748109419356863 -0.777809044779167 -0.724589073705139 -0.730606566607843 -0.68052097503125
